segment_id,road_name,road_type,human_segment_id,internal_id,start_lat,start_lon,end_lat,end_lon,length_m,start_km,end_km,road_risk_score,ai_risk_label,ai_risk_probability,prob_low_risk,prob_medium_risk,prob_high_risk,prob_critical_risk,ai_recommended_speed,recommended_safe_speed,road_function_score,infrastructure_score,exposure_score,human_tolerance_limit,operating_speed_score,crash_risk_score,posted_speed_limit,pedestrian_exposure_score,blackspot_flag,crash_count,fatal_crashes,schools_count,lighting_quality,roadside_hazards,intersection_density,speed_compliance_rate,speed_violation_score,hotspot_score,hotspot_category,speed_safety_score,original_safe_speed,misalignment_score,misalignment_category,speed_p85,ptw_share_pct,exposure_tier,urban_rural_flag,lane_count,median_presence,land_use_type,top_ai_factors,congestion_index,congestion_category,congestion_smoothed,operating_speed_mean,minor_crashes,major_crashes,risk_category,final_safe_speed,corridor_base,corridor_seq
280,3rd Cross Road,Urban Road,URB-00280,280,13.0179,77.5319,13.0178,77.5337,196.8,112.0,112.197,9.8049,Aligned,0.9618,0.9546,0.0801,-0.0188,0.0084,40.4007,36.9959,75.4376,36.5664,41.6173,47.574,72.1052,0.0,59.1487,45.0213,No,0.0,-0.0011,0.9745,Good,Low,1.5865,10.0,10.0,26.0798,Moderate Risk,74.0013,37.77,24.5606,Aligned,37.1607,58.9954,Side Impact Potential,Urban,4.9741,False,Residential,Meets Safe System Standards,-0.0277,,False,29.7262,-0.0037,0.0099,Aligned,41,3rd Cross Road,3
281,3rd Cross Road,Urban Road,URB-00281,281,12.9653,77.635,12.9669,77.6371,291.7,112.4,112.692,9.6624,Aligned,0.9661,1.0075,0.0323,0.0196,0.0038,35.2183,36.6201,49.9241,26.1403,42.0927,49.4597,86.1423,0.2574,38.9479,45.7259,No,0.0,0.0008,1.0327,Good,High,1.5631,10.0,10.1684,27.4115,Moderate Risk,71.1658,36.8349,23.63,Aligned,34.9536,55.5857,Side Impact Potential,Peri-Urban,1.7823,False,Residential,Poor Infrastructure,-0.0061,,False,31.6066,0.0002,-0.0105,Aligned,35,3rd Cross Road,4
282,3rd Cross Road,Urban Road,URB-00282,282,12.8884,77.5918,12.8894,77.5859,646.3,112.8,113.446,71.779,High Misalignment,0.8792,0.004,0.116,0.8825,-0.0056,50.4825,49.9871,99.9277,9.4777,15.9431,48.7922,57.0503,0.0,59.4575,13.8838,No,0.0,0.0064,0.0706,Good,Low,0.363,10.0,10.1251,35.9979,Moderate Risk,47.4602,47.0013,55.8714,High Misalignment,59.5398,35.1044,Side Impact Potential,Rural,8.0476,False,Residential,Speed Limit Misaligned | Poor Infrastructure | Above Human Tolerance Limit,-0.0283,,False,49.0594,0.0014,0.0012,High Misalignment,53,3rd Cross Road,5
283,3rd Cross Road,Urban Road,URB-00283,283,13.0099,77.6445,13.0064,77.6451,469.5,113.2,113.669,33.6292,Moderate Misalignment,0.8262,0.174,0.856,0.0016,0.0023,80.9052,80.0739,100.0,0.8093,12.1951,80.6997,83.3016,0.0,60.0,2.3254,No,0.0,0.0052,-0.0252,Good,Low,0.0296,10.0,33.8868,29.0034,Moderate Risk,54.9121,80.2468,41.514,Moderate Misalignment,94.6878,33.8446,Separated Traffic,Rural,4.877,True,Industrial,Poor Infrastructure,0.013,,False,79.8129,-0.0091,0.0029,Moderate Misalignment,81,3rd Cross Road,6
284,3rd Cross Road,Urban Road,URB-00284,284,13.0181,77.6539,13.0175,77.6431,1203.6,113.6,114.804,40.3677,Moderate Misalignment,0.8655,0.1368,0.8906,0.0464,-0.0076,30.5945,31.5921,76.9178,38.3942,40.2239,30.8504,70.8486,5.0237,50.6432,45.588,No,0.0,0.0019,0.9759,Good,High,1.4953,10.0,10.2822,36.3882,Moderate Risk,57.6926,29.6348,46.7507,Moderate Misalignment,38.7254,54.1926,Significant Pedestrian Interaction,Urban,1.8188,True,Residential,High Pedestrian Interaction | Above Human Tolerance Limit,0.1562,Light,False,28.7535,1.0054,0.0012,Moderate Misalignment,31,3rd Cross Road,7
285,3rd Cross Road,Urban Road,URB-00285,285,13.0277,77.5333,13.0269,77.5347,172.6,114.0,114.173,41.491,Moderate Misalignment,0.9933,0.0328,1.0141,0.0,0.008,29.2575,29.3836,66.1594,21.3137,40.8651,29.8517,98.752,0.0,39.7619,43.8613,No,0.0,0.0066,1.004,Good,Low,1.9277,10.0,22.9596,37.7239,Moderate Risk,55.3522,28.6844,46.1466,Moderate Misalignment,46.019,53.9179,Significant Pedestrian Interaction,Peri-Urban,1.8034,False,Industrial,High Pedestrian Interaction | Poor Infrastructure | Above Human Tolerance Limit,-0.0103,,False,41.3614,0.0155,0.0029,Moderate Misalignment,29,3rd Cross Road,8
286,3rd Cross Road,Urban Road,URB-00286,286,12.9198,77.6174,12.9183,77.6183,205.7,114.4,114.606,30.3567,Moderate Misalignment,0.6181,0.3716,0.6581,0.0117,0.0003,76.1961,75.4878,100.0,0.8004,15.5719,78.9006,53.57,0.5026,60.0,8.0306,No,0.0,-0.0007,-0.0177,Poor,Low,0.0751,10.0,10.0,26.3736,Moderate Risk,61.3259,74.2637,30.2435,Moderate Misalignment,77.7339,36.9162,Separated Traffic,Rural,4.0946,True,Industrial,Poor Infrastructure | Above Human Tolerance Limit,0.1322,Light,False,59.3086,0.014,0.0,Moderate Misalignment,75,3rd Cross Road,9
287,3rd Cross Road,Urban Road,URB-00287,287,13.025,77.5341,13.0272,77.53,499.2,114.8,115.299,72.7808,High Misalignment,0.9293,0.0256,0.0541,0.9258,-0.0063,28.7634,30.7929,77.4317,49.0664,52.7461,29.3242,71.3489,0.4768,51.3268,66.2325,No,0.0,-0.0013,1.9439,Poor,High,2.0236,10.0,10.4124,39.2383,Moderate Risk,59.0818,29.1516,51.4378,High Misalignment,37.3685,59.671,Significant Pedestrian Interaction,Urban,4.7804,False,Residential,Speed Limit Misaligned | High Pedestrian Interaction | Above Human Tolerance Limit,0.0064,,False,31.2095,-0.0031,-0.0044,High Misalignment,30,3rd Cross Road,10
288,3rd Cross Road,Urban Road,URB-00288,288,13.0493,77.6037,13.0532,77.6043,440.2,115.2,115.64,62.3217,High Misalignment,0.7067,-0.0187,0.2438,0.7222,-0.0041,48.9357,49.563,100.0,53.5082,32.6777,50.698,70.7252,0.181,60.0,28.8173,No,0.0,-0.008,-0.0718,Poor,Medium,0.6516,10.0,10.0,35.6631,Moderate Risk,57.2385,50.7107,56.2194,High Misalignment,66.7059,57.8656,Side Impact Potential,Urban,5.1166,False,Commercial,Speed Limit Misaligned | Above Human Tolerance Limit,0.0167,,False,59.4821,-0.0093,-0.0091,High Misalignment,48,3rd Cross Road,11
289,3rd Main Road,Urban Road,URB-00289,289,12.9399,77.5643,12.9466,77.5642,753.9,115.6,116.354,13.0763,Aligned,0.9821,0.9954,0.0589,0.0121,0.005,35.3614,36.2092,74.8538,40.7228,33.1999,50.851,85.1146,0.664,39.3791,31.5614,No,0.0,0.0088,-0.0378,Good,Medium,1.5236,10.0,10.2791,23.3626,Safe,74.99,34.3425,20.0902,Aligned,34.0116,57.98,Side Impact Potential,Urban,3.9365,False,Commercial,Meets Safe System Standards,-0.0149,,False,32.109,-0.0038,0.0001,Aligned,34,3rd Main Road,1
290,3rd Main Road,Urban Road,URB-00290,290,13.0165,77.5056,13.0238,77.5105,1288.9,116.0,117.289,14.3277,Aligned,0.9732,0.9684,0.0136,-0.0189,0.0121,39.6338,38.5275,73.0637,11.7995,23.851,51.2416,75.4268,0.0808,50.2141,14.0117,No,0.0,0.0042,0.1015,Poor,Medium,1.8134,10.0,10.0,23.2143,Safe,69.9058,39.3529,19.8977,Aligned,40.7146,57.1899,Side Impact Potential,Urban,3.9133,False,Mixed,Poor Infrastructure,0.006,,False,32.8236,-0.0077,0.0064,Aligned,43,3rd Main Road,2
291,3rd Main Road,Urban Road,URB-00291,291,12.9009,77.5598,12.903,77.5564,1233.4,116.4,117.633,34.8641,Moderate Misalignment,0.8155,0.1408,0.8145,0.0057,-0.0084,51.8405,49.3462,85.4668,21.3964,26.9611,50.9395,32.0345,0.0953,59.6061,19.6778,No,0.0,0.0128,-0.0847,Poor,Medium,1.6523,10.0,10.2121,27.4886,Moderate Risk,64.3224,51.3613,31.9258,Moderate Misalignment,54.2568,53.295,Side Impact Potential,Peri-Urban,5.0019,True,Industrial,Active Congestion | Poor Infrastructure | Above Human Tolerance Limit,0.7582,Severe,False,14.4832,0.0007,-0.0024,Moderate Misalignment,50,3rd Main Road,3
292,3rd Main Road,Urban Road,URB-00292,292,12.9719,77.6943,12.9719,77.6962,238.8,116.8,117.039,38.3099,Moderate Misalignment,0.9078,0.0815,0.8998,0.006,-0.0099,48.8687,49.0495,88.1685,30.1481,31.3062,50.6409,99.586,0.0,49.1035,23.5109,No,0.0,-0.0057,-0.0344,Poor,Low,2.1234,10.0,17.5389,26.3572,Moderate Risk,67.7547,48.1067,31.0158,Moderate Misalignment,59.05,64.5906,Side Impact Potential,Urban,6.1422,True,Residential,Poor Infrastructure,-0.0074,,False,50.4131,-0.0043,0.006,Moderate Misalignment,48,3rd Main Road,4
293,3rd Main Road,Urban Road,URB-00293,293,13.0146,77.6652,13.0255,77.6602,1729.5,117.2,118.93,16.0625,Aligned,0.7727,0.7677,0.1482,0.0385,0.0107,58.3084,60.162,100.0,11.7833,18.8828,80.472,83.0992,0.0,60.0,5.6792,No,0.0,0.0034,0.0188,Poor,High,0.3208,10.0,10.2114,21.7006,Safe,72.0189,57.3883,18.7681,Aligned,59.2429,51.5418,Separated Traffic,Peri-Urban,7.9806,True,Commercial,Poor Infrastructure,-0.0055,,False,49.1547,0.006,0.0121,Aligned,60,3rd Main Road,5
294,3rd Main Road,Urban Road,URB-00294,294,12.9981,77.6634,13.0055,77.6629,813.9,117.6,118.414,36.1195,Moderate Misalignment,0.833,0.1779,0.8743,-0.0032,0.0078,80.1246,80.5627,98.6608,1.2863,13.3631,80.8995,82.2004,0.0,60.0,0.9788,No,0.0,0.0116,0.0243,Good,Low,0.1573,10.0,34.498,29.3839,Moderate Risk,54.0406,79.6995,40.831,Moderate Misalignment,95.8438,34.5643,Separated Traffic,Rural,4.8199,True,Industrial,Poor Infrastructure,0.029,,False,80.2972,-0.0021,0.0007,Moderate Misalignment,82,3rd Main Road,6
295,3rd Main Road,Urban Road,URB-00295,295,13.0342,77.5642,13.0344,77.5576,716.2,118.0,118.716,10.8254,Aligned,0.9518,0.9395,0.0518,0.0,-0.0009,26.3109,27.6316,81.48,19.3979,27.8286,49.0769,74.8098,0.1729,41.4745,19.7727,No,0.0,0.005,0.9565,Poor,Low,2.0978,10.0,10.2627,22.983,Safe,73.1958,30.173,18.9201,Aligned,27.0364,55.4564,Side Impact Potential,Urban,4.0705,True,Residential,Poor Infrastructure,-0.0234,,False,24.668,-0.0011,0.0006,Aligned,27,3rd Main Road,7
296,3rd Main Road,Urban Road,URB-00296,296,12.9697,77.5128,12.9675,77.5239,1294.2,118.4,119.694,17.5618,Aligned,0.7412,0.7761,0.2381,0.0026,0.0065,30.5719,28.9407,65.2753,34.6669,35.4631,49.6559,91.4545,0.0233,29.3841,29.5024,No,0.0,-0.004,0.0083,Poor,Low,2.9247,10.0,10.5199,24.4197,Safe,74.3168,31.3164,20.8274,Aligned,32.5144,66.7439,Side Impact Potential,Urban,4.0954,True,Residential,Poor Infrastructure,-0.0044,,False,26.2591,0.0062,0.0042,Aligned,30,3rd Main Road,8
297,3rd Main Road,Urban Road,URB-00297,297,12.8975,77.5945,12.9042,77.595,1212.3,118.8,120.012,42.6727,Moderate Misalignment,0.7877,0.0632,0.8026,0.1422,0.0011,49.2318,47.6301,99.0681,34.4343,26.8705,50.1863,70.7985,0.1722,59.3026,12.2064,No,0.0,-0.0039,-0.0705,Good,Low,0.377,10.0,10.0,24.7838,Moderate Risk,67.0553,50.8965,30.4434,Moderate Misalignment,49.3134,62.792,Side Impact Potential,Urban,5.7297,False,Commercial,Poor Infrastructure | Above Human Tolerance Limit,0.0166,,False,37.392,0.003,0.0023,Moderate Misalignment,51,3rd Main Road,9
298,3rd Main Road,Urban Road,URB-00298,298,13.0417,77.5626,13.0459,77.5652,585.5,119.2,119.785,11.0614,Aligned,0.9189,0.9135,0.1398,-0.0079,0.0097,58.6257,58.6573,99.5352,16.625,21.8687,80.9169,69.3159,0.3116,60.0,9.6491,No,0.0,0.0106,0.0999,Good,High,0.3359,10.0,10.1299,20.7003,Safe,71.3019,55.7462,18.0265,Aligned,57.6777,60.8743,Separated Traffic,Peri-Urban,6.173,True,Residential,Poor Infrastructure,0.0162,,False,46.9316,0.0064,0.0042,Aligned,56,3rd Main Road,10
299,3rd Main Road,Urban Road,URB-00299,299,12.8923,77.616,12.8931,77.6119,449.1,119.6,120.049,13.3073,Aligned,0.8677,0.8763,0.1295,-0.0021,0.0037,45.1871,44.2282,99.9306,18.0278,23.4633,80.3046,34.6721,0.0407,58.6092,13.0368,No,0.0,-0.0056,0.0043,Poor,High,0.4365,10.0,10.2846,21.4556,Safe,71.7091,44.0531,18.9789,Aligned,45.288,58.9731,Separated Traffic,Peri-Urban,8.0465,True,Commercial,Active Congestion | Poor Infrastructure,0.6649,Severe,False,13.0532,-0.005,-0.0037,Aligned,44,3rd Main Road,11
300,3rd Main Road,Urban Road,URB-00300,300,12.9488,77.5566,12.9517,77.5557,436.5,120.0,120.436,11.477,Aligned,0.9722,0.9385,0.0343,0.0095,-0.0055,31.7295,32.3829,87.2394,18.9599,29.3404,49.3511,81.8608,0.1553,38.0697,16.4872,No,0.0,-0.0028,-0.014,Good,Medium,1.6431,10.0,10.0,23.7582,Safe,70.4588,32.5374,20.2108,Aligned,31.8981,66.0501,Side Impact Potential,Urban,4.123,True,Commercial,Poor Infrastructure,0.0097,,False,28.7765,0.0031,-0.0175,Aligned,32,3rd Main Road,12
301,3rd Main Road,Urban Road,URB-00301,301,13.0519,77.514,13.054,77.5147,243.2,120.4,120.643,10.5274,Aligned,0.9716,0.996,0.0255,0.0042,-0.0003,32.2765,32.6113,83.2856,54.7871,42.7633,50.8208,76.3946,0.0786,42.5103,47.0322,No,0.0,0.0004,1.9471,Good,Medium,1.9572,10.0,10.0,24.0449,Safe,78.3583,31.6453,21.1208,Aligned,33.9629,58.7984,Side Impact Potential,Urban,3.9394,True,Commercial,Meets Safe System Standards,0.1873,Light,False,25.8791,0.0092,-0.0013,Aligned,33,3rd Main Road,13
302,3rd Main Road,Urban Road,URB-00302,302,12.959,77.5719,12.9586,77.5592,1379.4,120.8,122.179,10.6895,Aligned,0.9391,0.9611,0.0186,0.0007,0.0012,61.643,63.0782,99.476,0.0,10.4151,77.3733,75.0753,0.2493,59.917,0.9921,No,0.0,-0.0005,-0.0003,Poor,High,0.0881,10.0,10.0,18.4955,Safe,70.3265,60.8071,18.6415,Aligned,58.5392,35.3954,Separated Traffic,Rural,7.8977,True,Commercial,Poor Infrastructure,-0.0032,,False,52.8454,-0.0111,0.0099,Aligned,61,3rd Main Road,14
303,3rd Main Road,Urban Road,URB-00303,303,12.9347,77.5752,12.9352,77.5739,154.8,121.2,121.355,12.1129,Aligned,0.913,0.9039,0.0758,0.0132,-0.001,40.5161,40.9913,84.9858,20.5585,24.4695,51.2618,55.9449,0.0,39.5513,14.1722,No,0.0,0.0008,0.0183,Poor,Medium,1.7421,10.0,10.0,21.3571,Safe,73.5688,40.6899,18.5527,Aligned,38.6126,59.0955,Side Impact Potential,Peri-Urban,5.1893,True,Mixed,Active Congestion | Poor Infrastructure,0.7436,Severe,False,10.2929,-0.0076,-0.0027,Aligned,41,3rd Main Road,15
304,3rd Main Road,Urban Road,URB-00304,304,12.9943,77.5508,12.9956,77.5462,548.9,121.6,122.149,16.9055,Aligned,0.7577,0.7601,0.2406,-0.0289,0.0013,75.5609,75.368,97.8605,0.6991,12.5979,81.3122,96.5092,0.5943,60.0,3.5814,No,0.0,0.002,0.0391,Good,Low,0.3335,10.0,10.2029,22.1841,Safe,67.3022,78.4148,24.0951,Aligned,74.8214,33.0807,Separated Traffic,Rural,7.1697,True,Residential,Poor Infrastructure,-0.0338,,False,66.9963,-0.0139,-0.0076,Aligned,75,3rd Main Road,16
305,3rd Main Road,Urban Road,URB-00305,305,12.8661,77.5611,12.8645,77.5633,301.8,122.0,122.302,37.1078,Moderate Misalignment,0.8594,0.1839,0.891,0.0063,-0.0094,46.2788,46.1842,52.1144,10.8654,28.2827,49.6916,100.0,0.0531,40.039,21.846,No,0.0,-0.0015,0.0269,Poor,High,1.6813,10.0,12.0896,26.1683,Moderate Risk,65.912,43.9328,27.4449,Moderate Misalignment,46.958,55.369,Side Impact Potential,Peri-Urban,3.0144,False,Industrial,Poor Infrastructure,0.021,,False,38.7027,-0.0082,-0.0005,Moderate Misalignment,48,3rd Main Road,17
306,3rd Main Road,Urban Road,URB-00306,306,12.9079,77.532,12.9092,77.5327,166.0,122.4,122.566,7.9329,Aligned,0.9944,1.0343,0.0352,0.0027,-0.0146,13.0554,16.5658,30.2333,0.2948,15.429,49.6099,88.0703,0.2714,20.312,6.3952,No,0.0,0.0056,0.0134,Poor,Low,0.8998,10.0,10.4852,21.1987,Safe,68.6883,14.3148,18.9268,Aligned,14.9523,37.62,Side Impact Potential,Rural,1.8628,False,Industrial,Poor Infrastructure,0.0044,,False,10.1844,-0.0177,0.0163,Aligned,12,3rd Main Road,18
307,3rd Main Road,Urban Road,URB-00307,307,13.0064,77.5403,13.0062,77.5411,99.9,122.8,122.9,22.8861,Aligned,0.5782,0.5667,0.4275,-0.0173,0.0043,50.4925,49.5062,50.0081,4.2967,27.7219,48.1111,92.8308,0.0,42.2942,15.8723,No,0.0,-0.005,-0.0304,Poor,Medium,3.7451,10.0,29.9275,30.2039,Moderate Risk,61.6016,49.7426,33.1702,Moderate Misalignment,50.8984,65.5552,Side Impact Potential,Urban,2.053,False,Industrial,Poor Infrastructure,0.0118,,False,43.9138,-0.0034,-0.003,Aligned,53,3rd Main Road,19
308,3rd Road,Urban Road,URB-00308,308,12.9803,77.7248,12.9769,77.7247,379.5,123.2,123.579,12.1209,Aligned,0.9187,0.907,0.0534,-0.0295,-0.0038,26.2623,26.3904,47.0937,9.7156,22.2598,47.62,87.8306,0.0851,29.5124,7.5129,No,0.0,-0.0016,-0.0108,Good,Medium,3.5494,10.0,10.0,21.9115,Safe,70.7823,30.0778,19.7043,Aligned,29.697,60.4381,Side Impact Potential,Urban,2.0755,False,Residential,Poor Infrastructure,0.156,Light,False,22.1226,0.0026,0.0097,Aligned,27,3rd Road,1
309,40th Cross Road,Urban Road,URB-00309,309,12.92,77.5743,12.9199,77.5848,1140.6,123.6,124.741,40.6912,Moderate Misalignment,0.7222,0.1998,0.6841,0.0974,0.0048,77.0239,79.3963,100.0,48.4172,31.9159,78.8466,88.0433,0.0496,60.0,24.8141,No,0.0,-0.0055,0.0175,Good,Low,0.4767,10.0,22.7758,27.6146,Moderate Risk,67.9317,81.5361,36.6452,Moderate Misalignment,94.4929,65.4561,Separated Traffic,Urban,4.9385,True,Mixed,Meets Safe System Standards,0.0047,,False,87.6676,-0.0059,-0.0023,Moderate Misalignment,79,40th Cross Road,1
310,41st Cross Road,Urban Road,URB-00310,310,12.9901,77.5508,12.991,77.5579,804.8,124.0,124.805,70.4121,High Misalignment,0.9143,-0.038,0.0603,0.9226,-0.0028,30.6358,29.1905,77.6487,48.8435,54.2193,30.2516,71.4655,0.0597,48.8969,64.47,No,0.0,0.0087,1.9671,Poor,High,2.1286,10.0,10.9683,39.098,Moderate Risk,58.475,30.2353,50.6392,High Misalignment,37.676,59.0551,Significant Pedestrian Interaction,Urban,5.0224,False,Residential,Speed Limit Misaligned | High Pedestrian Interaction | Above Human Tolerance Limit,0.0012,,False,31.7671,0.0031,-0.0015,High Misalignment,30,41st Cross Road,1
311,47th Cross Road,Urban Road,URB-00311,311,12.9161,77.5858,12.9163,77.5836,233.1,124.4,124.633,10.0574,Aligned,0.944,1.0157,0.0683,-0.0062,-0.0072,17.4755,19.7116,28.122,0.0,12.4836,51.2784,89.1425,0.1516,20.0,2.134,No,0.0,0.0033,0.0147,Poor,Medium,1.6337,10.0,10.436,19.6778,Safe,69.5738,17.7367,16.647,Aligned,18.8177,34.8896,Side Impact Potential,Rural,0.9978,False,Residential,Poor Infrastructure,0.1552,Light,False,13.2867,0.0091,0.021,Aligned,15,47th Cross Road,1
312,4th A Cross Road,Urban Road,URB-00312,312,12.9489,77.7157,12.9494,77.7145,143.6,124.8,124.944,12.0404,Aligned,0.9391,0.913,0.0313,0.0226,-0.0105,29.9924,30.0325,83.5872,22.6907,30.6032,50.1602,72.6653,0.0497,40.9512,20.9542,No,0.0,-0.0007,-0.0485,Good,Low,2.078,10.0,10.2258,23.3337,Safe,73.2944,30.1976,20.1553,Aligned,30.425,60.4886,Side Impact Potential,Urban,3.2481,True,Commercial,Poor Infrastructure,0.2268,Light,False,20.4066,0.0135,0.0006,Aligned,31,4th A Cross Road,1
313,4th B Cross Road,Urban Road,URB-00313,313,12.933,77.6133,12.9344,77.6163,362.1,125.2,125.562,11.6241,Aligned,0.9496,0.9526,0.0693,-0.0181,-0.004,40.9133,42.0129,87.4362,7.9449,23.7977,50.442,62.6703,0.0,59.6066,13.63,No,0.0,0.0005,-0.0313,Good,High,2.2179,10.0,10.021,23.7622,Safe,70.2054,43.206,20.1648,Aligned,42.1807,57.9266,Side Impact Potential,Urban,4.8039,True,Industrial,Active Congestion | Poor Infrastructure,0.6074,Severe,False,16.8985,-0.0044,-0.0018,Aligned,43,4th B Cross Road,1
314,4th Cross Road,Urban Road,URB-00314,314,12.9435,77.5582,12.9435,77.5663,873.7,125.6,126.474,11.667,Aligned,0.9818,0.9741,0.0294,0.0076,0.0007,24.8733,26.2749,27.2952,8.3214,14.2529,50.0516,80.4885,0.0102,21.2267,5.3437,No,0.0,-0.0072,-0.0504,Poor,Medium,2.4364,10.0,33.877,22.1542,Safe,66.6326,26.2144,23.2557,Aligned,27.0546,39.6763,Side Impact Potential,Rural,1.817,False,Residential,Active Congestion | Poor Infrastructure,0.7678,Severe,False,10.0,0.0061,0.0148,Aligned,27,4th Cross Road,1
315,4th Cross Road,Urban Road,URB-00315,315,12.959,77.536,12.9633,77.5378,526.1,126.0,126.526,39.2466,Moderate Misalignment,0.8716,0.0507,0.8539,0.0705,0.0045,80.0237,79.8433,99.3237,35.006,22.6883,80.3003,95.2671,0.0,60.0,13.8486,No,0.0,-0.0032,0.0136,Poor,Medium,0.4302,10.0,24.9491,25.8795,Moderate Risk,65.5194,80.034,36.1681,Moderate Misalignment,99.4991,51.653,Separated Traffic,Peri-Urban,4.078,True,Industrial,Meets Safe System Standards,0.0086,,False,80.7452,0.004,-0.0078,Moderate Misalignment,79,4th Cross Road,2
316,4th Cross Road,Urban Road,URB-00316,316,12.9274,77.5736,12.9273,77.5769,361.6,126.4,126.762,10.093,Aligned,1.0079,0.973,-0.0253,0.0025,0.0106,24.6736,27.6882,34.7482,0.3816,19.8064,49.341,84.9396,0.2688,29.4318,7.3966,No,0.0,0.0023,-0.0283,Good,Medium,3.4755,10.0,10.0,22.3899,Safe,68.025,24.9492,20.8099,Aligned,25.4786,52.0921,Side Impact Potential,Peri-Urban,0.9976,True,Residential,Poor Infrastructure,0.1512,Light,False,20.1427,0.0088,0.0231,Aligned,25,4th Cross Road,3
317,4th Cross Road,Urban Road,URB-00317,317,13.0042,77.6559,13.0081,77.6625,888.9,126.8,127.689,39.1898,Moderate Misalignment,0.9785,0.0506,0.9432,-0.0072,-0.001,83.4167,79.7436,100.0,0.0,15.7503,81.349,93.4271,0.0,59.9024,8.4784,No,0.0,-0.0064,0.0287,Poor,Medium,0.2713,10.0,29.4364,30.6034,Moderate Risk,55.3789,80.8608,43.0101,Moderate Misalignment,104.4983,36.6206,Separated Traffic,Rural,7.9582,True,Residential,Poor Infrastructure,-0.0159,,False,84.5334,-0.0224,-0.0007,Moderate Misalignment,80,4th Cross Road,4
318,4th Cross Road,Urban Road,URB-00318,318,12.8828,77.5857,12.8823,77.5834,253.2,127.2,127.453,12.7786,Aligned,0.9524,0.9165,0.0193,0.0006,-0.0002,16.2593,20.0411,32.4129,13.9969,23.5151,53.5,90.8034,0.0119,39.3708,24.797,No,0.0,-0.0025,0.9967,Poor,Low,1.6307,10.0,10.0,22.6709,Safe,70.8405,16.5898,20.5846,Aligned,16.8115,40.049,Side Impact Potential,Rural,2.0787,False,Residential,Poor Infrastructure,0.1528,Light,False,12.7927,-0.0027,-0.0057,Aligned,18,4th Cross Road,5
319,4th Cross Road,Urban Road,URB-00319,319,13.0063,77.6429,13.0089,77.6431,294.8,127.6,127.895,38.9096,Moderate Misalignment,0.9048,0.0905,0.8644,0.0162,-0.0042,48.959,48.4115,88.8973,32.6643,30.4839,50.4911,98.7931,0.0522,48.3487,24.4161,No,0.0,0.0017,0.0297,Poor,Low,2.092,10.0,19.2839,26.5632,Moderate Risk,67.1228,50.1644,30.2634,Moderate Misalignment,57.6974,64.436,Side Impact Potential,Urban,6.011,True,Residential,Poor Infrastructure,0.008,,False,50.4507,-0.0033,0.0064,Moderate Misalignment,49,4th Cross Road,6
320,4th Cross Road,Urban Road,URB-00320,320,12.9127,77.5951,12.9127,77.5998,508.9,128.0,128.509,14.4321,Aligned,0.8388,0.8438,0.148,0.0265,-0.0056,70.9593,70.318,98.3827,7.5136,20.0258,79.7294,72.7301,0.2137,60.0,11.0962,No,0.0,0.0069,-0.0613,Good,Medium,0.3124,10.0,10.1088,21.95,Safe,70.5112,72.8445,18.9958,Aligned,72.961,40.5873,Separated Traffic,Rural,4.0086,True,Residential,Poor Infrastructure,0.0079,,False,58.7609,-0.0039,-0.0088,Aligned,70,4th Cross Road,7
321,4th Cross Road,Urban Road,URB-00321,321,12.8849,77.5826,12.8848,77.5809,192.1,128.4,128.592,10.8168,Aligned,0.964,0.9473,0.0386,0.0123,0.0008,33.3256,31.7752,79.9353,1.2831,24.2985,49.0574,81.8496,0.0,37.6842,14.8313,No,0.0,-0.0093,0.0117,Poor,High,1.7707,10.0,10.2389,24.7498,Safe,66.3637,33.1576,22.0537,Aligned,35.7054,56.3235,Side Impact Potential,Urban,5.7025,False,Mixed,Poor Infrastructure,0.1796,Light,False,27.2636,0.0255,-0.0115,Aligned,33,4th Cross Road,8
322,4th Cross Road,Urban Road,URB-00322,322,13.1034,77.5769,13.1037,77.5757,146.0,128.8,128.946,24.1643,Aligned,0.5347,0.5177,0.473,0.0024,-0.0043,42.841,42.3368,80.1831,39.3804,31.7363,48.457,94.9359,0.0919,41.014,28.8026,No,0.0,-0.012,-0.0031,Good,Medium,1.9277,10.0,10.1023,22.5756,Safe,75.0781,41.0348,21.8084,Aligned,42.7835,56.4875,Side Impact Potential,Urban,5.8313,False,Mixed,Meets Safe System Standards,-0.0055,,False,38.0829,0.0121,-0.0011,Aligned,44,4th Cross Road,9
323,4th Cross road,Urban Road,URB-00323,323,12.959,77.536,12.9577,77.5341,254.8,129.2,129.455,43.2714,Moderate Misalignment,0.484,0.2376,0.499,0.2959,0.0031,79.9927,79.0667,100.0,0.0,16.1653,81.0475,85.5953,0.0,60.0,4.7247,No,0.0,-0.001,0.0179,Poor,Low,0.0577,10.0,12.848,31.3961,Moderate Risk,53.4054,80.0458,42.7744,Moderate Misalignment,101.6101,46.8034,Separated Traffic,Rural,3.7864,True,Residential,Poor Infrastructure | Above Human Tolerance Limit,0.0012,,False,81.66,-0.0124,0.0038,Moderate Misalignment,81,4th Cross road,1
